-406	68.7
-400	67.7
-380	64.6
-360	61.5
-340	58.3
-320	55.1
-300	52.0
-280	48.8
-260	45.5
-240	42.4
-220	39.1
-200	35.8
-180	32.5
-160	29.2
-140	26.0
-120	22.7
-100	19.0
-80	16.0
-60	16.0
-40	12.6
-20	9.3
-8	5.8
0	3.8

