20	-1.2
40	-4.6
60	-8.0
80	-11.3
100	-14.7
120	-18.2
140	-21.7
160	-25.1
180	-28.5
200	-32.0
220	-35.4
240	-38.7
260	-42.3
280	-45.6
300	-49.1
320	-52.5
340	-55.9
360	-59.4
380	-62.7
400	-66.2
405	-66.9
