320.5	2197	3100.4394224733	0.3225349
318.5	1573.1	2238.8072818581	0.4466664
316.5	1304.6	1867.9974890144	0.5353326
314.5	1136.6	1635.9824231011	0.6112535
312.5	1009.4	1460.3138731952	0.6847843
310.5	911.9	1325.6622724419	0.7543399
308.5	833.8	1217.8028876334	0.821151
306.5	765.8	1123.8920276209	0.8897652
304.5	715.6	1054.5637162586	0.9482594
302.5	672.7	995.3170119272	1.004705
301.1	636.3	945.0470809793	1.0581483
