20	19.0	10.9	0.271	0.4	0.3	0.008
30	26.0	7.5	0.552	0.5	0.3	0.007
40	31.2	3.0	0.825	0.6	0.2	0.007
50	49.0	0.6	0.976	0.9	0.2	0.005
52	63.7	0.5	0.984	1.1	0.2	0.004
54	59.4	0.5	0.983	1.0	0.2	0.004
55	63.8	0.4	0.988	1.1	0.2	0.004
56	74.6	0.4	0.989	1.3	0.2	0.004
57	69.9	0.5	0.986	1.2	0.2	0.004
58	88.0	0.5	0.989	1.5	0.2	0.003
60	96.2	0.7	0.986	1.6	0.2	0.003
70	161.2	14.8	0.832	2.6	0.4	0.002
80	209.1	69.1	0.503	3.3	1.2	0.001

